id,prompt,target_concept,category,dataset,difficulty,template_id,prompt_set,seed,source_filename,caption_variant,image_file,source_file,franchise,rights_holder,subcategory,region,role
celebcaption_marshall_mathers_005_detailed_with_name,"Marshall Mathers is seen performing on stage wearing a black hooded jacket and a black cap, accessorized with gold jewelry including a chain necklace, a wristwatch, and a bracelet. He holds a microphone in his hands and appears focused during what seems to be a live event with blurred lights in the background.",marshall mathers,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,5.jpg,marshall_mathers.jsonl,,,,,
celebcaption_martin_scorsese_001_summary_with_name,Martin Scorsese wearing a suit and smiling at an event.,martin scorsese,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,1.jpg,martin_scorsese.jsonl,,,,,
celebcaption_martin_scorsese_002_summary_with_name,Martin Scorsese walking city street in a blue suit and tie.,martin scorsese,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,2.jpg,martin_scorsese.jsonl,,,,,
celebcaption_martin_scorsese_003_summary_with_name,Martin Scorsese speaks at a formal event with microphone.,martin scorsese,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,3.jpg,martin_scorsese.jsonl,,,,,
celebcaption_martin_scorsese_004_detailed_with_name,"Martin Scorsese is seen smiling warmly while dressed in a black tuxedo jacket with velvet lapels, a white shirt, and a black bow tie, standing in front of a blurred background likely at a formal event or premiere. His grey hair and distinguished appearance highlight his iconic status as a renowned film director and producer.",martin scorsese,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,4.jpg,martin_scorsese.jsonl,,,,,
celebcaption_martin_scorsese_005_detailed_with_name,"Martin Scorsese is seated in a chair with his hands raised, dressed in a textured blazer and a button-up shirt, captured in a high-contrast black and white photograph with dramatic lighting highlighting his facial features and expression.",martin scorsese,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,5.jpg,martin_scorsese.jsonl,,,,,
celebcaption_meryl_streep_001_summary_with_name,Meryl Streep in a close-up portrait with long blonde hair.,meryl streep,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,1.jpg,meryl_streep.jsonl,,,,,
celebcaption_meryl_streep_002_summary_with_name,Meryl Streep in a gold dress at a formal event.,meryl streep,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,2.jpg,meryl_streep.jsonl,,,,,
celebcaption_meryl_streep_003_summary_with_name,Meryl Streep smiles warmly in a white off-shoulder dress.,meryl streep,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,3.jpg,meryl_streep.jsonl,,,,,
celebcaption_meryl_streep_004_detailed_with_name,"Meryl Streep is seen on stage wearing a sparkling gold dress, holding an Oscar trophy in one hand and smiling warmly as she speaks into a microphone at an awards ceremony. The background features a purple lit stage, highlighting her presence as she accepts the accolade.",meryl streep,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,4.jpg,meryl_streep.jsonl,,,,,
celebcaption_meryl_streep_005_detailed_with_name,"Meryl Streep is seen wearing a shimmering gold gown with a cinched waist and three-quarter sleeves, accessorized with gold earrings and holding a small clutch. She stands confidently on a red carpet, flanked by men in black suits and ties, at what appears to be a formal event with other attendees and photographers in the background.",meryl streep,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,5.jpg,meryl_streep.jsonl,,,,,
celebcaption_michael_gambon_001_summary_with_name,Michael Gambon smiling in a white shirt and dark blazer.,michael gambon,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,1.jpg,michael_gambon.jsonl,,,,,
celebcaption_michael_gambon_002_summary_with_name,Michael Gambon in a tuxedo speaking at a formal event.,michael gambon,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,2.jpg,michael_gambon.jsonl,,,,,
celebcaption_michael_gambon_003_summary_with_name,Michael Gambon holds an umbrella wearing a checked blazer and tie.,michael gambon,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,3.jpg,michael_gambon.jsonl,,,,,
celebcaption_michael_gambon_004_detailed_with_name,"Michael Gambon is seen in this image wearing a light beige blazer over a blue and white striped shirt, with his hands raised and an expressive look on his face, standing in an indoor public space.",michael gambon,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,4.jpg,michael_gambon.jsonl,,,,,
celebcaption_michael_gambon_005_detailed_with_name,"Michael Gambon is pictured smiling at an event, dressed in a white button-down shirt and a black blazer. His grey hair is slightly tousled, and he appears to be in good spirits amidst a blurred crowd in the background.",michael gambon,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,5.jpg,michael_gambon.jsonl,,,,,
celebcaption_michael_jackson_001_summary_with_name,Michael Jackson seated wearing a red shirt with black belt.,michael jackson,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,1.jpg,michael_jackson.jsonl,,,,,
celebcaption_michael_jackson_002_summary_with_name,Michael Jackson performs on stage in a gold-embellished jacket.,michael jackson,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,2.jpg,michael_jackson.jsonl,,,,,
celebcaption_michael_jackson_003_summary_with_name,Michael Jackson poses in a black quilted jacket against red background.,michael jackson,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,3.jpg,michael_jackson.jsonl,,,,,
celebcaption_michael_jackson_004_detailed_with_name,"Michael Jackson is seen smiling while wearing a black shirt with red and white accents on the collar and shoulders. His slightly curly hair partially falls over his face, and he is standing next to a young person partially visible on the right side of the image.",michael jackson,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,4.jpg,michael_jackson.jsonl,,,,,
celebcaption_michael_jackson_005_detailed_with_name,"Michael Jackson is wearing a red buttoned-up shirt against a solid red background with his curly black hair tied back, highlighting his pale complexion and distinctive facial features. He appears to be captured in a professional studio setting, with a calm and thoughtful expression.",michael jackson,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,5.jpg,michael_jackson.jsonl,,,,,
celebcaption_michael_jordan_001_summary_with_name,Michael Jordan executing a slam dunk in Chicago Bulls uniform.,michael jordan,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,1.jpg,michael_jordan.jsonl,,,,,
celebcaption_michael_jordan_002_summary_with_name,Michael Jordan dribbles past a defender during a basketball game.,michael jordan,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,2.jpg,michael_jordan.jsonl,,,,,
celebcaption_michael_jordan_003_summary_with_name,Michael Jordan smiling in a gray suit at an indoor event.,michael jordan,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,3.jpg,michael_jordan.jsonl,,,,,
celebcaption_michael_jordan_004_detailed_with_name,"Michael Jordan, wearing the Chicago Bulls jersey number 23, is captured mid-air taking a jump shot during a basketball game against opponents in red jerseys. The image shows Jordan focused on the basket, elevating above defenders, demonstrating his athleticism and scoring ability.",michael jordan,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,4.jpg,michael_jordan.jsonl,,,,,
celebcaption_michael_jordan_005_detailed_with_name,"Michael Jordan is seen wearing a light blue Jordan brand polo shirt and sunglasses, smiling while holding a small plastic cup, possibly at an outdoor event. There are other people in the background, indicating a casual and sunny setting, likely related to sports or leisure.",michael jordan,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,5.jpg,michael_jordan.jsonl,,,,,
celebcaption_michael_phelps_001_summary_with_name,Michael Phelps poses shirtless showcasing his fit physique.,michael phelps,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,1.jpg,michael_phelps.jsonl,,,,,
celebcaption_michael_phelps_002_summary_with_name,Michael Phelps displaying multiple Olympic gold medals.,michael phelps,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,2.jpg,michael_phelps.jsonl,,,,,
celebcaption_michael_phelps_003_summary_with_name,"Michael Phelps with medal ribbon, showing focus and athletic build.",michael phelps,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,3.jpg,michael_phelps.jsonl,,,,,
celebcaption_michael_phelps_004_detailed_with_name,"Michael Phelps is seen smiling warmly while wearing a black suit, white shirt, and black tie. He is sitting next to a woman in a white dress with thin straps; both appear to be at a formal event with a dark background.",michael phelps,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,4.jpg,michael_phelps.jsonl,,,,,
celebcaption_michael_phelps_005_detailed_with_name,Michael Phelps is seen smiling and wearing a medal while a man next to him raises his arm in celebration at the 2023 Fukuoka World Aquatics Championships podium.,michael phelps,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,5.jpg,michael_phelps.jsonl,,,,,
celebcaption_michael_schumacher_001_summary_with_name,Michael Schumacher in red Ferrari suit sitting thoughtfully.,michael schumacher,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,1.jpg,michael_schumacher.jsonl,,,,,
celebcaption_michael_schumacher_002_summary_with_name,Michael Schumacher gives a thumbs-up beside a smiling man.,michael schumacher,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,2.jpg,michael_schumacher.jsonl,,,,,
celebcaption_michael_schumacher_003_summary_with_name,Michael Schumacher celebrates a racing victory in his Ferrari suit.,michael schumacher,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,3.jpg,michael_schumacher.jsonl,,,,,
celebcaption_michael_schumacher_004_detailed_with_name,"Michael Schumacher is shown in a close-up image smiling broadly while wearing a gray cap and a light jacket with dark trim. His facial features, light skin, and confident expression are clearly visible in the image.",michael schumacher,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,4.jpg,michael_schumacher.jsonl,,,,,
celebcaption_michael_schumacher_005_detailed_with_name,"Michael Schumacher is seen wearing a red Ferrari racing team shirt adorned with sponsor logos like Shell and Vodafone, standing against a blurred background with racing elements. He appears composed with a slight smile, showcasing his association with Formula 1 racing.",michael schumacher,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,5.jpg,michael_schumacher.jsonl,,,,,
celebcaption_mick_jagger_001_summary_with_name,Mick Jagger in a dark suit and white shirt looking sideways.,mick jagger,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,1.jpg,mick_jagger.jsonl,,,,,
celebcaption_mick_jagger_002_summary_with_name,Mick Jagger in a close-up wearing a white scarf.,mick jagger,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,2.jpg,mick_jagger.jsonl,,,,,
celebcaption_mick_jagger_003_summary_with_name,Mick Jagger climbs stairs in a maroon tuxedo and sneakers.,mick jagger,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,3.jpg,mick_jagger.jsonl,,,,,
celebcaption_mick_jagger_004_detailed_with_name,"Mick Jagger is captured in a profile view wearing a black suit, white shirt, and black tie, looking to his right with his mouth slightly open. His distinctive long, wavy brown hair and expressive facial features are clearly visible against a blurred background.",mick jagger,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,4.jpg,mick_jagger.jsonl,,,,,
celebcaption_mick_jagger_005_detailed_with_name,"Mick Jagger is pictured standing on a red carpet at an event, wearing a black suit with a white shirt and a distinctive green and cream scarf. Photographers and bright lights surround him, indicating a high-profile occasion.",mick jagger,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,5.jpg,mick_jagger.jsonl,,,,,
celebcaption_mila_kunis_001_summary_with_name,Mila Kunis poses elegantly at a red carpet event.,mila kunis,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,1.jpg,mila_kunis.jsonl,,,,,
celebcaption_mila_kunis_002_summary_with_name,Mila Kunis smiles wearing a strapless dress at an event.,mila kunis,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,2.jpg,mila_kunis.jsonl,,,,,
celebcaption_mila_kunis_003_summary_with_name,Mila Kunis poses in a patterned dress and nude heels.,mila kunis,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,3.jpg,mila_kunis.jsonl,,,,,
celebcaption_mila_kunis_004_detailed_with_name,"Mila Kunis is shown in a close-up photograph wearing a black dress intricately adorned with metallic embellishments. Her long, wavy brunette hair cascades over her shoulders, complemented by dramatic eye makeup and a subtle smile, set against an indoor background with a window and another person blurred out.",mila kunis,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,4.jpg,mila_kunis.jsonl,,,,,
celebcaption_mila_kunis_005_detailed_with_name,"Mila Kunis is pictured smiling over her shoulder at a formal event, wearing an elegant green dress with a unique textured design and an open back. Her hair is styled in an updo, and the background includes blurred figures attending the event.",mila kunis,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,5.jpg,mila_kunis.jsonl,,,,,
celebcaption_morgan_freeman_001_summary_with_name,Morgan Freeman proudly holds his Oscar award at a ceremony.,morgan freeman,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,1.jpg,morgan_freeman.jsonl,,,,,
celebcaption_morgan_freeman_002_summary_with_name,Morgan Freeman in a thoughtful pose wearing a dark suit and purple shirt.,morgan freeman,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,2.jpg,morgan_freeman.jsonl,,,,,
celebcaption_morgan_freeman_003_summary_with_name,Morgan Freeman in a black suit smiling at an event.,morgan freeman,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,3.jpg,morgan_freeman.jsonl,,,,,
celebcaption_morgan_freeman_004_detailed_with_name,"This is a detailed portrait of Morgan Freeman, showcasing his distinctive gray hair and beard, deep-set eyes, and the textured skin of his face. He is wearing a gray suit jacket over a light lavender shirt against a plain light background.",morgan freeman,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,4.jpg,morgan_freeman.jsonl,,,,,
celebcaption_morgan_freeman_005_detailed_with_name,"Morgan Freeman is depicted wearing a white suit, light blue shirt, and a patterned beige tie, looking directly at the camera with a serious expression. His gray hair and distinctive facial features, including wrinkles and moles, are prominently visible against a plain background.",morgan freeman,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,5.jpg,morgan_freeman.jsonl,,,,,
celebcaption_neymar_jr_001_summary_with_name,Neymar Jr in Barcelona jersey on a sports field.,neymar jr,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,1.jpg,neymar_jr.jsonl,,,,,
celebcaption_neymar_jr_002_summary_with_name,Neymar Jr celebrating during a FC Barcelona football match.,neymar jr,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,2.jpg,neymar_jr.jsonl,,,,,
celebcaption_neymar_jr_003_summary_with_name,Neymar Jr celebrating during a FC Barcelona football match.,neymar jr,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,3.jpg,neymar_jr.jsonl,,,,,
celebcaption_neymar_jr_004_detailed_with_name,"Neymar Jr is shown wearing the blue and red striped FC Barcelona jersey sponsored by Qatar Airways, standing against a background with artistic splashes of blue and red paint. He is facing forward with a serious expression and has visible tattoos on his arms.",neymar jr,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,4.jpg,neymar_jr.jsonl,,,,,
celebcaption_neymar_jr_005_detailed_with_name,"Neymar Jr is pictured wearing a black cap and a dark denim jacket with star patterns, carrying a backpack, and winking while looking to the side in an outdoor setting.",neymar jr,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,5.jpg,neymar_jr.jsonl,,,,,
celebcaption_nicki_minaj_001_summary_with_name,Nicki Minaj stuns in red ombre gown with intricate beadwork.,nicki minaj,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,1.jpg,nicki_minaj.jsonl,,,,,
celebcaption_nicki_minaj_002_summary_with_name,Nicki Minaj wears a sparkly black velvet dress with heels.,nicki minaj,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,2.jpg,nicki_minaj.jsonl,,,,,
celebcaption_nicki_minaj_003_summary_with_name,Nicki Minaj poses on the red carpet in a black lace dress.,nicki minaj,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,3.jpg,nicki_minaj.jsonl,,,,,
celebcaption_nicki_minaj_004_detailed_with_name,"Nicki Minaj poses elegantly in a dramatic black gown featuring voluminous tulle sleeves and a high slit, paired with sleek heels against a plain backdrop. The black-and-white photo highlights her poised expression and sophisticated style by designers Christian Siriano and Alexander Wang.",nicki minaj,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,4.jpg,nicki_minaj.jsonl,,,,,
celebcaption_nicki_minaj_005_detailed_with_name,"Nicki Minaj is wearing a striking red ombre gown with a deep V neckline and a thigh-high slit, complemented by a dramatic sheer train and black strappy heels. She accessorizes with an intricate black and red beaded headpiece and a matching statement necklace, along with sparkling bracelets, while smiling and waving to the photographers.",nicki minaj,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,5.jpg,nicki_minaj.jsonl,,,,,
celebcaption_nicole_kidman_001_summary_with_name,Nicole Kidman poses elegantly on a red carpet in a pink dress.,nicole kidman,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,1.jpg,nicole_kidman.jsonl,,,,,
celebcaption_nicole_kidman_002_summary_with_name,Nicole Kidman in embroidered yellow gown at red carpet event.,nicole kidman,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,2.jpg,nicole_kidman.jsonl,,,,,
celebcaption_nicole_kidman_003_summary_with_name,Nicole Kidman on red carpet in elegant blue gown.,nicole kidman,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,3.jpg,nicole_kidman.jsonl,,,,,
celebcaption_nicole_kidman_004_detailed_with_name,"Nicole Kidman is wearing a striking green sequined off-the-shoulder mini dress with a large bow detail on the front. She pairs the dress with nude pointed-toe heels, a green clutch, and subtle jewelry, standing confidently on a red carpet backdrop featuring the Omega logo.",nicole kidman,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,4.jpg,nicole_kidman.jsonl,,,,,
celebcaption_nicole_kidman_005_detailed_with_name,"Nicole Kidman is standing on a red carpet at the G'Day USA event, wearing a long black velvet dress with a subtle leopard print pattern. Her blonde hair is styled straight and worn over one shoulder, and she has bright red lipstick and elegant earrings complementing her look.",nicole kidman,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,5.jpg,nicole_kidman.jsonl,,,,,
celebcaption_novak_djokovic_001_summary_with_name,Novak Djokovic in red sports shirt with Olympic emblem.,novak djokovic,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,1.jpg,novak_djokovic.jsonl,,,,,
celebcaption_novak_djokovic_002_summary_with_name,"Novak Djokovic holds trophy, celebrating tennis victory.",novak djokovic,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,2.jpg,novak_djokovic.jsonl,,,,,
celebcaption_novak_djokovic_003_summary_with_name,Novak Djokovic playing tennis in action shot.,novak djokovic,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,3.jpg,novak_djokovic.jsonl,,,,,
celebcaption_novak_djokovic_004_detailed_with_name,"Novak Djokovic is walking through a futuristic, hexagonally-lit tunnel carrying two tennis bags, one on each shoulder. He is dressed in a blue sports shirt, white shorts, and blue tennis shoes, appearing focused and ready for a match or practice session.",novak djokovic,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,4.jpg,novak_djokovic.jsonl,,,,,
celebcaption_novak_djokovic_005_detailed_with_name,"Novak Djokovic is seen sitting on a tennis court, taking a break with a white towel around his neck, wearing a blue patterned shirt and wristbands. He appears to be catching his breath or strategizing during a match, with blurred spectators in the background.",novak djokovic,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,5.jpg,novak_djokovic.jsonl,,,,,
celebcaption_oprah_winfrey_001_summary_with_name,Oprah Winfrey poses elegantly on a red carpet in a brown gown.,oprah winfrey,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,1.jpg,oprah_winfrey.jsonl,,,,,
celebcaption_oprah_winfrey_002_summary_with_name,Oprah Winfrey delivers speech in elegant purple gown on stage.,oprah winfrey,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,2.jpg,oprah_winfrey.jsonl,,,,,
celebcaption_oprah_winfrey_003_summary_with_name,Oprah Winfrey poses with her Emmy Award on the red carpet.,oprah winfrey,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,3.jpg,oprah_winfrey.jsonl,,,,,
celebcaption_oprah_winfrey_004_detailed_with_name,"Oprah Winfrey is standing on a red carpet at an event, wearing a long, elegant purple gown with a decorative brooch near the neckline. She has voluminous curly hair and is posing confidently with one hand on her hip and the other resting on her stomach, with a crowd visible in the background.",oprah winfrey,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,4.jpg,oprah_winfrey.jsonl,,,,,
celebcaption_oprah_winfrey_005_detailed_with_name,"Oprah Winfrey is pictured on a red carpet at an evening event, wearing an elegant dark dress with a large, shimmering gold shawl draped over her shoulders. She is smiling broadly, accessorized with a diamond necklace, earrings, bracelets, and a watch, set against a backdrop of people and a sunset sky.",oprah winfrey,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,5.jpg,oprah_winfrey.jsonl,,,,,
celebcaption_paul_mccartney_001_summary_with_name,Paul McCartney holding a medal at a formal event.,paul mccartney,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,1.jpg,paul_mccartney.jsonl,,,,,
celebcaption_paul_mccartney_002_summary_with_name,Paul McCartney performs on stage with guitar and microphone.,paul mccartney,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,2.jpg,paul_mccartney.jsonl,,,,,
celebcaption_paul_mccartney_003_summary_with_name,Paul McCartney performs energetically on stage with guitar.,paul mccartney,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,3.jpg,paul_mccartney.jsonl,,,,,
celebcaption_paul_mccartney_004_detailed_with_name,"Paul McCartney is performing on stage, playing a sunburst electric bass guitar while wearing a bright purple jacket over a red shirt. He is positioned near a microphone stand with stage lights glowing behind him, captured mid-performance with a lively expression.",paul mccartney,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,4.jpg,paul_mccartney.jsonl,,,,,
celebcaption_paul_mccartney_005_detailed_with_name,"Paul McCartney is performing on stage wearing a bright red jacket and holding a distinctive violin-shaped bass guitar. He is standing in front of a microphone with his arms wide open, engaging with the audience during a live concert.",paul mccartney,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,5.jpg,paul_mccartney.jsonl,,,,,
celebcaption_pele_001_summary_with_name,"Pele, legendary soccer player, posing on the field.",pele,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,1.jpg,pele.jsonl,,,,,
celebcaption_pele_002_summary_with_name,Pele celebrating triumph in iconic yellow football jersey.,pele,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,2.jpg,pele.jsonl,,,,,
celebcaption_pele_003_summary_with_name,Pele celebrating in Brazil football jersey with three stars above.,pele,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,3.jpg,pele.jsonl,,,,,
celebcaption_pele_004_detailed_with_name,"Pele, the legendary Brazilian soccer player, is shown here in a black and white photograph wearing a New York Cosmos jersey with the number 10, skillfully balancing a soccer ball on his head. The image captures Pele's focus and joy as he plays soccer on a grassy field.",pele,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,4.jpg,pele.jsonl,,,,,
celebcaption_pele_005_detailed_with_name,"Pele, the legendary Brazilian footballer, is seen jubilantly celebrating with both arms raised and flashing peace signs during a match, dressed in a dark blue suit jacket and a light gray shirt underneath. The background shows a blurred stadium crowd and players, emphasizing the joyful moment of this iconic sports figure on the field.",pele,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,5.jpg,pele.jsonl,,,,,
celebcaption_penelope_cruz_001_summary_with_name,Penelope Cruz in a black strapless dress at an event.,penelope cruz,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,1.jpg,penelope_cruz.jsonl,,,,,
celebcaption_penelope_cruz_002_summary_with_name,Penelope Cruz with smoky makeup and diamond hoop earrings.,penelope cruz,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,2.jpg,penelope_cruz.jsonl,,,,,
celebcaption_penelope_cruz_003_summary_with_name,Penelope Cruz poses in a strapless black sequined dress.,penelope cruz,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,3.jpg,penelope_cruz.jsonl,,,,,
celebcaption_penelope_cruz_004_detailed_with_name,"Penelope Cruz is wearing a strapless black dress with lace detailing at the front, complemented by elegant earrings and a matching black clutch. She poses confidently on the red carpet at the Premios Feroz awards event.",penelope cruz,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,4.jpg,penelope_cruz.jsonl,,,,,
celebcaption_penelope_cruz_005_detailed_with_name,"Penelope Cruz is seen wearing a black dress adorned with intricate gold beadwork and sequins. She has long, wavy dark hair styled to the side, complemented by elegant makeup with bold eyeliner and dark lipstick, along with green drop earrings.",penelope cruz,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,5.jpg,penelope_cruz.jsonl,,,,,
celebcaption_prince_william_001_summary_with_name,Prince William stands next to a woman in a plaid coat.,prince william,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,1.jpg,prince_william.jsonl,,,,,
celebcaption_prince_william_002_summary_with_name,Prince William in a dark suit with a composed smile.,prince william,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,2.jpg,prince_william.jsonl,,,,,
celebcaption_prince_william_003_summary_with_name,Prince William walking outdoors in formal attire with another man.,prince william,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,3.jpg,prince_william.jsonl,,,,,
celebcaption_prince_william_004_detailed_with_name,"Prince William is seen wearing a dark velvet tuxedo jacket with a black bow tie, engaging in a conversation with a woman in a light blue satin gown holding a matching clutch. They are surrounded by other formally dressed individuals in what appears to be a sophisticated event setting.",prince william,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,4.jpg,prince_william.jsonl,,,,,
celebcaption_prince_william_005_detailed_with_name,"Prince William is shown wearing a dark coat and a white shirt with a patterned tie, seated among other people. He has a composed expression and is positioned in a public or formal setting, likely attending an event.",prince william,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,5.jpg,prince_william.jsonl,,,,,
celebcaption_queen_elizabeth_ii_001_summary_with_name,Queen Elizabeth II in royal attire with tiara and cape.,queen elizabeth ii,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,1.jpg,queen_elizabeth_ii.jsonl,,,,,
celebcaption_queen_elizabeth_ii_002_summary_with_name,Profile portrait of Queen Elizabeth II wearing a royal tiara and jewelry.,queen elizabeth ii,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,2.jpg,queen_elizabeth_ii.jsonl,,,,,
celebcaption_queen_elizabeth_ii_003_summary_with_name,Queen Elizabeth II in a regal white gown with royal sash.,queen elizabeth ii,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,3.jpg,queen_elizabeth_ii.jsonl,,,,,
celebcaption_queen_elizabeth_ii_004_detailed_with_name,"This is a profile portrait of Queen Elizabeth II wearing a diamond tiara and pearl earrings, with her hair styled in soft curls and her lips painted red. The photo captures her graceful and regal demeanor in a classic and elegant pose.",queen elizabeth ii,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,4.jpg,queen_elizabeth_ii.jsonl,,,,,
celebcaption_queen_elizabeth_ii_005_detailed_with_name,"Queen Elizabeth II is pictured wearing a jeweled crown adorned with a cross and floral designs, pearl earrings, a pearl necklace, and a luxurious white fur wrap, photographed against a solid black background in a formal portrait style.",queen elizabeth ii,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,5.jpg,queen_elizabeth_ii.jsonl,,,,,
celebcaption_quentin_tarantino_001_summary_with_name,Quentin Tarantino poses in a denim jacket and black sweater.,quentin tarantino,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,1.jpg,quentin_tarantino.jsonl,,,,,
celebcaption_quentin_tarantino_002_summary_with_name,Portrait of Quentin Tarantino with intense gaze in black and white.,quentin tarantino,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,2.jpg,quentin_tarantino.jsonl,,,,,
celebcaption_quentin_tarantino_003_summary_with_name,Quentin Tarantino points at the camera in an intense portrait.,quentin tarantino,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,3.jpg,quentin_tarantino.jsonl,,,,,
celebcaption_quentin_tarantino_004_detailed_with_name,"This black and white portrait captures Quentin Tarantino in a close-up shot with a serious expression, highlighting the texture of his skin and his distinctive facial features. He is wearing a dark jacket over a buttoned shirt, and the lighting emphasizes the contours of his face against a plain background.",quentin tarantino,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,4.jpg,quentin_tarantino.jsonl,,,,,
