id,prompt,target_concept,category,caption_variant,image_file,source_file
celebcaption_kevin_hart_005_detailed_with_name,"Kevin Hart is seen wearing a sharp black suit with white accents on the pocket and cuffs, smiling broadly and making a peace sign with his right hand. The background appears blurred with colorful lighting, highlighting Kevin Hart as the main focus of the image.",kevin hart,celebcaption_public_figure,detailed_with_name,5.jpg,kevin_hart.jsonl
celebcaption_kobe_bryant_001_summary_with_name,Kobe Bryant smiling on the bench in Lakers jersey.,kobe bryant,celebcaption_public_figure,summary_with_name,1.jpg,kobe_bryant.jsonl
celebcaption_kobe_bryant_002_summary_with_name,Kobe Bryant in Lakers jersey number 24 on basketball court.,kobe bryant,celebcaption_public_figure,summary_with_name,2.jpg,kobe_bryant.jsonl
celebcaption_kobe_bryant_003_summary_with_name,Kobe Bryant makes a layup for the Lakers in a game.,kobe bryant,celebcaption_public_figure,summary_with_name,3.jpg,kobe_bryant.jsonl
celebcaption_kobe_bryant_004_detailed_with_name,"Kobe Bryant is pictured wearing a dark, tailored suit with a black shirt underneath, smiling warmly against a backdrop with triangular patterns. The image captures Kobe Bryant's charismatic and polished appearance at a formal event.",kobe bryant,celebcaption_public_figure,detailed_with_name,4.jpg,kobe_bryant.jsonl
celebcaption_kobe_bryant_005_detailed_with_name,"Kobe Bryant is seen standing on stage in a blue pinstripe suit and light blue shirt, holding an ESPY award trophy while smiling. He appears to be at an award ceremony, possibly delivering a speech or accepting the award.",kobe bryant,celebcaption_public_figure,detailed_with_name,5.jpg,kobe_bryant.jsonl
celebcaption_kristen_bell_001_summary_with_name,Kristen Bell smiles looking down wearing jeans and a black shirt.,kristen bell,celebcaption_public_figure,summary_with_name,1.jpg,kristen_bell.jsonl
celebcaption_kristen_bell_002_summary_with_name,Kristen Bell passionately coaches or encourages in a gym.,kristen bell,celebcaption_public_figure,summary_with_name,2.jpg,kristen_bell.jsonl
celebcaption_kristen_bell_003_summary_with_name,Kristen Bell smiles on stage wearing an embellished black dress.,kristen bell,celebcaption_public_figure,summary_with_name,3.jpg,kristen_bell.jsonl
celebcaption_kristen_bell_004_detailed_with_name,"Kristen Bell is walking on a sidewalk while wearing a long, textured pink coat over a white shirt with black leggings. She has her blond hair tied up in a bun and is holding a green beverage in a clear plastic cup.",kristen bell,celebcaption_public_figure,detailed_with_name,4.jpg,kristen_bell.jsonl
celebcaption_kristen_bell_005_detailed_with_name,Kristen Bell is seen walking outside wearing a textured pink coat over a white shirt. She holds a clear plastic cup with a green beverage in her left hand and has her blonde hair tied up casually.,kristen bell,celebcaption_public_figure,detailed_with_name,5.jpg,kristen_bell.jsonl
celebcaption_kylian_mbappe_001_summary_with_name,Kylian Mbappe laughs with teammates during PSG practice.,kylian mbappe,celebcaption_public_figure,summary_with_name,1.jpg,kylian_mbappe.jsonl
celebcaption_kylian_mbappe_002_summary_with_name,Kylian Mbappe celebrates in PSG jersey with number 35 shown.,kylian mbappe,celebcaption_public_figure,summary_with_name,2.jpg,kylian_mbappe.jsonl
celebcaption_kylian_mbappe_003_summary_with_name,Kylian Mbappe celebrates a goal with a teammate for AS Monaco.,kylian mbappe,celebcaption_public_figure,summary_with_name,3.jpg,kylian_mbappe.jsonl
celebcaption_kylian_mbappe_004_detailed_with_name,"Kylian Mbappe is seated at a press conference, wearing a dark suit with a white shirt and dark tie, smiling broadly while speaking into a microphone. The backdrop displays multiple sponsor logos, including Adidas and Emirates, indicating a professional sports setting.",kylian mbappe,celebcaption_public_figure,detailed_with_name,4.jpg,kylian_mbappe.jsonl
celebcaption_kylian_mbappe_005_detailed_with_name,"Kylian Mbappe, wearing the number 7 Paris Saint-Germain jersey, is shaking hands with a man in a black jacket featuring the Paris Saint-Germain and Qatar Airways logos during a football match. Mbappe is seen from the back, while the man facing the camera has a somewhat serious expression.",kylian mbappe,celebcaption_public_figure,detailed_with_name,5.jpg,kylian_mbappe.jsonl
celebcaption_lady_gaga_001_summary_with_name,Close-up portrait of Lady Gaga with platinum blonde waves.,lady gaga,celebcaption_public_figure,summary_with_name,1.jpg,lady_gaga.jsonl
celebcaption_lady_gaga_002_summary_with_name,Lady Gaga in a silver outfit with voluminous blonde hair.,lady gaga,celebcaption_public_figure,summary_with_name,2.jpg,lady_gaga.jsonl
celebcaption_lady_gaga_003_summary_with_name,Lady Gaga sings passionately at a piano performance.,lady gaga,celebcaption_public_figure,summary_with_name,3.jpg,lady_gaga.jsonl
celebcaption_lady_gaga_004_detailed_with_name,"Lady Gaga is performing passionately, holding a microphone close to her mouth with a hand raised showing a peace sign tattoo on her wrist, against a backdrop of the American flag.",lady gaga,celebcaption_public_figure,detailed_with_name,4.jpg,lady_gaga.jsonl
celebcaption_lady_gaga_005_detailed_with_name,"Lady Gaga is seen standing next to a man in a formal setting, both dressed elegantly; Lady Gaga wears a white textured dress with red lipstick and earrings, while the man wears a dark suit with a silver tie. In the adjacent image, former President Donald Trump is shown in a close-up shot wearing a dark suit, white shirt, and red tie, with a light American flag pin on his lapel.",lady gaga,celebcaption_public_figure,detailed_with_name,5.jpg,lady_gaga.jsonl
celebcaption_lebron_james_001_summary_with_name,LeBron James shows emotion during a Lakers basketball game.,lebron james,celebcaption_public_figure,summary_with_name,1.jpg,lebron_james.jsonl
celebcaption_lebron_james_002_summary_with_name,LeBron James in Cleveland Cavaliers jersey during a basketball game.,lebron james,celebcaption_public_figure,summary_with_name,2.jpg,lebron_james.jsonl
celebcaption_lebron_james_003_summary_with_name,LeBron James focused during a Cleveland Cavaliers basketball game.,lebron james,celebcaption_public_figure,summary_with_name,3.jpg,lebron_james.jsonl
celebcaption_lebron_james_004_detailed_with_name,"LeBron James is pictured here smiling warmly, wearing a gray knitted beanie and a light jacket with a red backdrop. His expression is friendly and approachable, highlighting his prominent features including a well-groomed beard and clear eyes.",lebron james,celebcaption_public_figure,detailed_with_name,4.jpg,lebron_james.jsonl
celebcaption_lebron_james_005_detailed_with_name,"LeBron James is shown in an intense moment during a basketball game, wearing a white Cavaliers jersey with the number 23, preparing to make a shot while gripping a Spalding basketball. His muscular arms and focused expression are visible, along with his white headband and arm sleeve, highlighting his readiness and concentration on the game.",lebron james,celebcaption_public_figure,detailed_with_name,5.jpg,lebron_james.jsonl
celebcaption_leonardo_dicaprio_001_summary_with_name,Leonardo DiCaprio in black tuxedo at a floral event.,leonardo dicaprio,celebcaption_public_figure,summary_with_name,1.jpg,leonardo_dicaprio.jsonl
celebcaption_leonardo_dicaprio_002_summary_with_name,Leonardo DiCaprio poses in a black tuxedo on the red carpet.,leonardo dicaprio,celebcaption_public_figure,summary_with_name,2.jpg,leonardo_dicaprio.jsonl
celebcaption_leonardo_dicaprio_003_summary_with_name,Leonardo DiCaprio dressed formally at a social event.,leonardo dicaprio,celebcaption_public_figure,summary_with_name,3.jpg,leonardo_dicaprio.jsonl
celebcaption_leonardo_dicaprio_004_detailed_with_name,"Leonardo DiCaprio is standing on a red carpet against a blue backdrop featuring logos such as IHG One Rewards and Oak View Group. He is dressed in a classic black tuxedo with a bow tie, white shirt, and black dress shoes, exhibiting a confident and composed demeanor.",leonardo dicaprio,celebcaption_public_figure,detailed_with_name,4.jpg,leonardo_dicaprio.jsonl
celebcaption_leonardo_dicaprio_005_detailed_with_name,"Leonardo DiCaprio is standing against a blue backdrop with logos of IHG One Rewards and Oak View Group. He is dressed formally in a black tuxedo with a black bow tie and white shirt, posing with his hands relaxed at his sides.",leonardo dicaprio,celebcaption_public_figure,detailed_with_name,5.jpg,leonardo_dicaprio.jsonl
celebcaption_lewis_hamilton_001_summary_with_name,Young Lewis Hamilton sitting with kart and helmet at racetrack.,lewis hamilton,celebcaption_public_figure,summary_with_name,1.jpg,lewis_hamilton.jsonl
celebcaption_lewis_hamilton_002_summary_with_name,Close-up portrait of Lewis Hamilton in his racing suit.,lewis hamilton,celebcaption_public_figure,summary_with_name,2.jpg,lewis_hamilton.jsonl
celebcaption_lewis_hamilton_003_summary_with_name,Lewis Hamilton in black Mercedes Formula One racing suit.,lewis hamilton,celebcaption_public_figure,summary_with_name,3.jpg,lewis_hamilton.jsonl
celebcaption_lewis_hamilton_004_detailed_with_name,"Lewis Hamilton is depicted standing confidently in a Mercedes-AMG Petronas Formula One racing suit, featuring prominent sponsor logos and his car number 44. The image highlights his professional racing attire and seriousness in a studio setting with a neutral background.",lewis hamilton,celebcaption_public_figure,detailed_with_name,4.jpg,lewis_hamilton.jsonl
celebcaption_lewis_hamilton_005_detailed_with_name,"Lewis Hamilton is shown smiling with braided hair tied back, wearing stud earrings, a nose ring, and a black high-collar top with a Tommy Hilfiger logo. He has a neatly groomed beard and a visible neck tattoo, and the lighting highlights his facial features against a dark background.",lewis hamilton,celebcaption_public_figure,detailed_with_name,5.jpg,lewis_hamilton.jsonl
celebcaption_lionel_messi_001_summary_with_name,Lionel Messi poses wearing Argentina's number 10 jersey.,lionel messi,celebcaption_public_figure,summary_with_name,1.jpg,lionel_messi.jsonl
celebcaption_lionel_messi_002_summary_with_name,Lionel Messi in blue Argentina soccer jersey outdoors.,lionel messi,celebcaption_public_figure,summary_with_name,2.jpg,lionel_messi.jsonl
celebcaption_lionel_messi_003_summary_with_name,Lionel Messi playing for Barcelona at age 25 in 2012 match.,lionel messi,celebcaption_public_figure,summary_with_name,3.jpg,lionel_messi.jsonl
celebcaption_lionel_messi_004_detailed_with_name,Lionel Messi is captured mid-action on a soccer field wearing a Barcelona jersey with red and blue vertical stripes. He is poised to kick the ball with his left foot while intensely focused on the game in a stadium setting.,lionel messi,celebcaption_public_figure,detailed_with_name,4.jpg,lionel_messi.jsonl
celebcaption_lionel_messi_005_detailed_with_name,"Lionel Messi is pictured crouching down wearing a blue Argentina football kit with the number 10 on it, holding a white Adidas soccer ball adorned with multicolored designs. He has visible tattoos on his leg and arm and is wearing white sneakers with black stripes.",lionel messi,celebcaption_public_figure,detailed_with_name,5.jpg,lionel_messi.jsonl
celebcaption_luciano_pavarotti_001_summary_with_name,"Luciano Pavarotti in formal attire with a medal, smiling.",luciano pavarotti,celebcaption_public_figure,summary_with_name,1.jpg,luciano_pavarotti.jsonl
celebcaption_luciano_pavarotti_002_summary_with_name,Luciano Pavarotti performing passionately on stage in formal attire.,luciano pavarotti,celebcaption_public_figure,summary_with_name,2.jpg,luciano_pavarotti.jsonl
celebcaption_luciano_pavarotti_003_summary_with_name,Luciano Pavarotti smiles and raises arms on stage in tuxedo.,luciano pavarotti,celebcaption_public_figure,summary_with_name,3.jpg,luciano_pavarotti.jsonl
celebcaption_luciano_pavarotti_004_detailed_with_name,"Luciano Pavarotti, the renowned Italian tenor, is captured mid-performance with his arms raised, smiling broadly, and holding a white cloth in his right hand while wearing his iconic tuxedo and bow tie on stage. The image conveys his passionate and joyful expression during an operatic concert.",luciano pavarotti,celebcaption_public_figure,detailed_with_name,4.jpg,luciano_pavarotti.jsonl
celebcaption_luciano_pavarotti_005_detailed_with_name,"Luciano Pavarotti is captured performing passionately, dressed in a formal black tuxedo with a white bow tie, standing close to a microphone. His expression shows deep involvement in the music, highlighting his status as a renowned operatic tenor.",luciano pavarotti,celebcaption_public_figure,detailed_with_name,5.jpg,luciano_pavarotti.jsonl
celebcaption_madonna_001_summary_with_name,Madonna performs on stage with a playful pose and microphone.,madonna,celebcaption_public_figure,summary_with_name,1.jpg,madonna.jsonl
celebcaption_madonna_002_summary_with_name,Madonna poses with blonde curls in a brown dress.,madonna,celebcaption_public_figure,summary_with_name,2.jpg,madonna.jsonl
celebcaption_madonna_003_summary_with_name,Madonna poses with hand above forehead wearing a black dress.,madonna,celebcaption_public_figure,summary_with_name,3.jpg,madonna.jsonl
celebcaption_madonna_004_detailed_with_name,"Madonna is performing on stage, wearing a black dress with elbow-length sleeves and a deep neckline, paired with a black hat that partially covers her blonde hair. She holds a microphone in one hand and strikes a dynamic pose, with visible stage lights and equipment in the background.",madonna,celebcaption_public_figure,detailed_with_name,4.jpg,madonna.jsonl
celebcaption_madonna_005_detailed_with_name,"Madonna is shown in a close-up image with styled blonde curls, wearing a black fur coat over a high-neck, sheer blouse adorned with beaded detailing. She has light makeup with glossy lips and is smiling gently, capturing a glamorous appearance.",madonna,celebcaption_public_figure,detailed_with_name,5.jpg,madonna.jsonl
celebcaption_manny_pacquiao_001_summary_with_name,Boxer Manny Pacquiao poised and focused with wrapped hands.,manny pacquiao,celebcaption_public_figure,summary_with_name,1.jpg,manny_pacquiao.jsonl
celebcaption_manny_pacquiao_002_summary_with_name,Manny Pacquiao celebrates a boxing championship victory.,manny pacquiao,celebcaption_public_figure,summary_with_name,2.jpg,manny_pacquiao.jsonl
celebcaption_manny_pacquiao_003_summary_with_name,Manny Pacquiao shows focus and strength in the boxing ring.,manny pacquiao,celebcaption_public_figure,summary_with_name,3.jpg,manny_pacquiao.jsonl
celebcaption_manny_pacquiao_004_detailed_with_name,"Manny Pacquiao is shown in a close-up portrait wearing a dark checkered suit jacket, a white and blue striped dress shirt, and a bright blue patterned tie. He has short black hair, a mustache paired with a connected beard, and a calm and approachable facial expression.",manny pacquiao,celebcaption_public_figure,detailed_with_name,4.jpg,manny_pacquiao.jsonl
celebcaption_manny_pacquiao_005_detailed_with_name,"Manny Pacquiao, the renowned Filipino boxer and politician, is seen speaking into a microphone, dressed in a black suit with a white shirt and a patterned tie. The close-up image highlights his facial hair and focused expression during what appears to be a formal event or press conference.",manny pacquiao,celebcaption_public_figure,detailed_with_name,5.jpg,manny_pacquiao.jsonl
celebcaption_mark_zuckerberg_001_summary_with_name,Mark Zuckerberg waves while walking indoors with companions.,mark zuckerberg,celebcaption_public_figure,summary_with_name,1.jpg,mark_zuckerberg.jsonl
celebcaption_mark_zuckerberg_002_summary_with_name,Mark Zuckerberg speaks at a formal event wearing a suit and tie.,mark zuckerberg,celebcaption_public_figure,summary_with_name,2.jpg,mark_zuckerberg.jsonl
celebcaption_mark_zuckerberg_003_summary_with_name,Mark Zuckerberg speaks outdoors near a table with water.,mark zuckerberg,celebcaption_public_figure,summary_with_name,3.jpg,mark_zuckerberg.jsonl
celebcaption_mark_zuckerberg_004_detailed_with_name,"Mark Zuckerberg is seen speaking into a microphone during an interview or public appearance, wearing a dark suit with a white dress shirt and a gray tie. Several hands holding smartphones and recording devices are directed at him, indicating a press event or media interaction.",mark zuckerberg,celebcaption_public_figure,detailed_with_name,4.jpg,mark_zuckerberg.jsonl
celebcaption_mark_zuckerberg_005_detailed_with_name,"Mark Zuckerberg is shown wearing a dark suit with a grey tie and white shirt, standing or sitting in front of a microphone. He appears serious and contemplative, likely addressing an audience or answering questions in a formal setting.",mark zuckerberg,celebcaption_public_figure,detailed_with_name,5.jpg,mark_zuckerberg.jsonl
celebcaption_marshall_mathers_001_summary_with_name,Marshall Mathers speaks at an outdoor event wearing casual attire.,marshall mathers,celebcaption_public_figure,summary_with_name,1.jpg,marshall_mathers.jsonl
celebcaption_marshall_mathers_002_summary_with_name,Marshall Mathers wearing a hoodie and cap indoors.,marshall mathers,celebcaption_public_figure,summary_with_name,2.jpg,marshall_mathers.jsonl
celebcaption_marshall_mathers_003_summary_with_name,Marshall Mathers in casual black attire with a Kangol cap.,marshall mathers,celebcaption_public_figure,summary_with_name,3.jpg,marshall_mathers.jsonl
celebcaption_marshall_mathers_004_detailed_with_name,"Marshall Mathers is shown wearing a black hooded jacket with a cap underneath, smiling gently with a neatly trimmed beard, set against a graffiti-style background. He also wears a thick gold chain necklace, adding to his distinctive style.",marshall mathers,celebcaption_public_figure,detailed_with_name,4.jpg,marshall_mathers.jsonl
celebcaption_marshall_mathers_005_detailed_with_name,"Marshall Mathers is seen performing on stage wearing a black hooded jacket and a black cap, accessorized with gold jewelry including a chain necklace, a wristwatch, and a bracelet. He holds a microphone in his hands and appears focused during what seems to be a live event with blurred lights in the background.",marshall mathers,celebcaption_public_figure,detailed_with_name,5.jpg,marshall_mathers.jsonl
celebcaption_martin_scorsese_001_summary_with_name,Martin Scorsese wearing a suit and smiling at an event.,martin scorsese,celebcaption_public_figure,summary_with_name,1.jpg,martin_scorsese.jsonl
celebcaption_martin_scorsese_002_summary_with_name,Martin Scorsese walking city street in a blue suit and tie.,martin scorsese,celebcaption_public_figure,summary_with_name,2.jpg,martin_scorsese.jsonl
celebcaption_martin_scorsese_003_summary_with_name,Martin Scorsese speaks at a formal event with microphone.,martin scorsese,celebcaption_public_figure,summary_with_name,3.jpg,martin_scorsese.jsonl
celebcaption_martin_scorsese_004_detailed_with_name,"Martin Scorsese is seen smiling warmly while dressed in a black tuxedo jacket with velvet lapels, a white shirt, and a black bow tie, standing in front of a blurred background likely at a formal event or premiere. His grey hair and distinguished appearance highlight his iconic status as a renowned film director and producer.",martin scorsese,celebcaption_public_figure,detailed_with_name,4.jpg,martin_scorsese.jsonl
celebcaption_martin_scorsese_005_detailed_with_name,"Martin Scorsese is seated in a chair with his hands raised, dressed in a textured blazer and a button-up shirt, captured in a high-contrast black and white photograph with dramatic lighting highlighting his facial features and expression.",martin scorsese,celebcaption_public_figure,detailed_with_name,5.jpg,martin_scorsese.jsonl
celebcaption_meryl_streep_001_summary_with_name,Meryl Streep in a close-up portrait with long blonde hair.,meryl streep,celebcaption_public_figure,summary_with_name,1.jpg,meryl_streep.jsonl
celebcaption_meryl_streep_002_summary_with_name,Meryl Streep in a gold dress at a formal event.,meryl streep,celebcaption_public_figure,summary_with_name,2.jpg,meryl_streep.jsonl
celebcaption_meryl_streep_003_summary_with_name,Meryl Streep smiles warmly in a white off-shoulder dress.,meryl streep,celebcaption_public_figure,summary_with_name,3.jpg,meryl_streep.jsonl
celebcaption_meryl_streep_004_detailed_with_name,"Meryl Streep is seen on stage wearing a sparkling gold dress, holding an Oscar trophy in one hand and smiling warmly as she speaks into a microphone at an awards ceremony. The background features a purple lit stage, highlighting her presence as she accepts the accolade.",meryl streep,celebcaption_public_figure,detailed_with_name,4.jpg,meryl_streep.jsonl
celebcaption_meryl_streep_005_detailed_with_name,"Meryl Streep is seen wearing a shimmering gold gown with a cinched waist and three-quarter sleeves, accessorized with gold earrings and holding a small clutch. She stands confidently on a red carpet, flanked by men in black suits and ties, at what appears to be a formal event with other attendees and photographers in the background.",meryl streep,celebcaption_public_figure,detailed_with_name,5.jpg,meryl_streep.jsonl
celebcaption_michael_gambon_001_summary_with_name,Michael Gambon smiling in a white shirt and dark blazer.,michael gambon,celebcaption_public_figure,summary_with_name,1.jpg,michael_gambon.jsonl
celebcaption_michael_gambon_002_summary_with_name,Michael Gambon in a tuxedo speaking at a formal event.,michael gambon,celebcaption_public_figure,summary_with_name,2.jpg,michael_gambon.jsonl
celebcaption_michael_gambon_003_summary_with_name,Michael Gambon holds an umbrella wearing a checked blazer and tie.,michael gambon,celebcaption_public_figure,summary_with_name,3.jpg,michael_gambon.jsonl
celebcaption_michael_gambon_004_detailed_with_name,"Michael Gambon is seen in this image wearing a light beige blazer over a blue and white striped shirt, with his hands raised and an expressive look on his face, standing in an indoor public space.",michael gambon,celebcaption_public_figure,detailed_with_name,4.jpg,michael_gambon.jsonl
celebcaption_michael_gambon_005_detailed_with_name,"Michael Gambon is pictured smiling at an event, dressed in a white button-down shirt and a black blazer. His grey hair is slightly tousled, and he appears to be in good spirits amidst a blurred crowd in the background.",michael gambon,celebcaption_public_figure,detailed_with_name,5.jpg,michael_gambon.jsonl
celebcaption_michael_jackson_001_summary_with_name,Michael Jackson seated wearing a red shirt with black belt.,michael jackson,celebcaption_public_figure,summary_with_name,1.jpg,michael_jackson.jsonl
celebcaption_michael_jackson_002_summary_with_name,Michael Jackson performs on stage in a gold-embellished jacket.,michael jackson,celebcaption_public_figure,summary_with_name,2.jpg,michael_jackson.jsonl
celebcaption_michael_jackson_003_summary_with_name,Michael Jackson poses in a black quilted jacket against red background.,michael jackson,celebcaption_public_figure,summary_with_name,3.jpg,michael_jackson.jsonl
celebcaption_michael_jackson_004_detailed_with_name,"Michael Jackson is seen smiling while wearing a black shirt with red and white accents on the collar and shoulders. His slightly curly hair partially falls over his face, and he is standing next to a young person partially visible on the right side of the image.",michael jackson,celebcaption_public_figure,detailed_with_name,4.jpg,michael_jackson.jsonl
celebcaption_michael_jackson_005_detailed_with_name,"Michael Jackson is wearing a red buttoned-up shirt against a solid red background with his curly black hair tied back, highlighting his pale complexion and distinctive facial features. He appears to be captured in a professional studio setting, with a calm and thoughtful expression.",michael jackson,celebcaption_public_figure,detailed_with_name,5.jpg,michael_jackson.jsonl
celebcaption_michael_jordan_001_summary_with_name,Michael Jordan executing a slam dunk in Chicago Bulls uniform.,michael jordan,celebcaption_public_figure,summary_with_name,1.jpg,michael_jordan.jsonl
celebcaption_michael_jordan_002_summary_with_name,Michael Jordan dribbles past a defender during a basketball game.,michael jordan,celebcaption_public_figure,summary_with_name,2.jpg,michael_jordan.jsonl
celebcaption_michael_jordan_003_summary_with_name,Michael Jordan smiling in a gray suit at an indoor event.,michael jordan,celebcaption_public_figure,summary_with_name,3.jpg,michael_jordan.jsonl
celebcaption_michael_jordan_004_detailed_with_name,"Michael Jordan, wearing the Chicago Bulls jersey number 23, is captured mid-air taking a jump shot during a basketball game against opponents in red jerseys. The image shows Jordan focused on the basket, elevating above defenders, demonstrating his athleticism and scoring ability.",michael jordan,celebcaption_public_figure,detailed_with_name,4.jpg,michael_jordan.jsonl
celebcaption_michael_jordan_005_detailed_with_name,"Michael Jordan is seen wearing a light blue Jordan brand polo shirt and sunglasses, smiling while holding a small plastic cup, possibly at an outdoor event. There are other people in the background, indicating a casual and sunny setting, likely related to sports or leisure.",michael jordan,celebcaption_public_figure,detailed_with_name,5.jpg,michael_jordan.jsonl
celebcaption_michael_phelps_001_summary_with_name,Michael Phelps poses shirtless showcasing his fit physique.,michael phelps,celebcaption_public_figure,summary_with_name,1.jpg,michael_phelps.jsonl
celebcaption_michael_phelps_002_summary_with_name,Michael Phelps displaying multiple Olympic gold medals.,michael phelps,celebcaption_public_figure,summary_with_name,2.jpg,michael_phelps.jsonl
celebcaption_michael_phelps_003_summary_with_name,"Michael Phelps with medal ribbon, showing focus and athletic build.",michael phelps,celebcaption_public_figure,summary_with_name,3.jpg,michael_phelps.jsonl
celebcaption_michael_phelps_004_detailed_with_name,"Michael Phelps is seen smiling warmly while wearing a black suit, white shirt, and black tie. He is sitting next to a woman in a white dress with thin straps; both appear to be at a formal event with a dark background.",michael phelps,celebcaption_public_figure,detailed_with_name,4.jpg,michael_phelps.jsonl
celebcaption_michael_phelps_005_detailed_with_name,Michael Phelps is seen smiling and wearing a medal while a man next to him raises his arm in celebration at the 2023 Fukuoka World Aquatics Championships podium.,michael phelps,celebcaption_public_figure,detailed_with_name,5.jpg,michael_phelps.jsonl
celebcaption_michael_schumacher_001_summary_with_name,Michael Schumacher in red Ferrari suit sitting thoughtfully.,michael schumacher,celebcaption_public_figure,summary_with_name,1.jpg,michael_schumacher.jsonl
celebcaption_michael_schumacher_002_summary_with_name,Michael Schumacher gives a thumbs-up beside a smiling man.,michael schumacher,celebcaption_public_figure,summary_with_name,2.jpg,michael_schumacher.jsonl
celebcaption_michael_schumacher_003_summary_with_name,Michael Schumacher celebrates a racing victory in his Ferrari suit.,michael schumacher,celebcaption_public_figure,summary_with_name,3.jpg,michael_schumacher.jsonl
celebcaption_michael_schumacher_004_detailed_with_name,"Michael Schumacher is shown in a close-up image smiling broadly while wearing a gray cap and a light jacket with dark trim. His facial features, light skin, and confident expression are clearly visible in the image.",michael schumacher,celebcaption_public_figure,detailed_with_name,4.jpg,michael_schumacher.jsonl
celebcaption_michael_schumacher_005_detailed_with_name,"Michael Schumacher is seen wearing a red Ferrari racing team shirt adorned with sponsor logos like Shell and Vodafone, standing against a blurred background with racing elements. He appears composed with a slight smile, showcasing his association with Formula 1 racing.",michael schumacher,celebcaption_public_figure,detailed_with_name,5.jpg,michael_schumacher.jsonl
celebcaption_mick_jagger_001_summary_with_name,Mick Jagger in a dark suit and white shirt looking sideways.,mick jagger,celebcaption_public_figure,summary_with_name,1.jpg,mick_jagger.jsonl
celebcaption_mick_jagger_002_summary_with_name,Mick Jagger in a close-up wearing a white scarf.,mick jagger,celebcaption_public_figure,summary_with_name,2.jpg,mick_jagger.jsonl
celebcaption_mick_jagger_003_summary_with_name,Mick Jagger climbs stairs in a maroon tuxedo and sneakers.,mick jagger,celebcaption_public_figure,summary_with_name,3.jpg,mick_jagger.jsonl
celebcaption_mick_jagger_004_detailed_with_name,"Mick Jagger is captured in a profile view wearing a black suit, white shirt, and black tie, looking to his right with his mouth slightly open. His distinctive long, wavy brown hair and expressive facial features are clearly visible against a blurred background.",mick jagger,celebcaption_public_figure,detailed_with_name,4.jpg,mick_jagger.jsonl
celebcaption_mick_jagger_005_detailed_with_name,"Mick Jagger is pictured standing on a red carpet at an event, wearing a black suit with a white shirt and a distinctive green and cream scarf. Photographers and bright lights surround him, indicating a high-profile occasion.",mick jagger,celebcaption_public_figure,detailed_with_name,5.jpg,mick_jagger.jsonl
celebcaption_mila_kunis_001_summary_with_name,Mila Kunis poses elegantly at a red carpet event.,mila kunis,celebcaption_public_figure,summary_with_name,1.jpg,mila_kunis.jsonl
celebcaption_mila_kunis_002_summary_with_name,Mila Kunis smiles wearing a strapless dress at an event.,mila kunis,celebcaption_public_figure,summary_with_name,2.jpg,mila_kunis.jsonl
celebcaption_mila_kunis_003_summary_with_name,Mila Kunis poses in a patterned dress and nude heels.,mila kunis,celebcaption_public_figure,summary_with_name,3.jpg,mila_kunis.jsonl
celebcaption_mila_kunis_004_detailed_with_name,"Mila Kunis is shown in a close-up photograph wearing a black dress intricately adorned with metallic embellishments. Her long, wavy brunette hair cascades over her shoulders, complemented by dramatic eye makeup and a subtle smile, set against an indoor background with a window and another person blurred out.",mila kunis,celebcaption_public_figure,detailed_with_name,4.jpg,mila_kunis.jsonl
celebcaption_mila_kunis_005_detailed_with_name,"Mila Kunis is pictured smiling over her shoulder at a formal event, wearing an elegant green dress with a unique textured design and an open back. Her hair is styled in an updo, and the background includes blurred figures attending the event.",mila kunis,celebcaption_public_figure,detailed_with_name,5.jpg,mila_kunis.jsonl
celebcaption_morgan_freeman_001_summary_with_name,Morgan Freeman proudly holds his Oscar award at a ceremony.,morgan freeman,celebcaption_public_figure,summary_with_name,1.jpg,morgan_freeman.jsonl
celebcaption_morgan_freeman_002_summary_with_name,Morgan Freeman in a thoughtful pose wearing a dark suit and purple shirt.,morgan freeman,celebcaption_public_figure,summary_with_name,2.jpg,morgan_freeman.jsonl
celebcaption_morgan_freeman_003_summary_with_name,Morgan Freeman in a black suit smiling at an event.,morgan freeman,celebcaption_public_figure,summary_with_name,3.jpg,morgan_freeman.jsonl
celebcaption_morgan_freeman_004_detailed_with_name,"This is a detailed portrait of Morgan Freeman, showcasing his distinctive gray hair and beard, deep-set eyes, and the textured skin of his face. He is wearing a gray suit jacket over a light lavender shirt against a plain light background.",morgan freeman,celebcaption_public_figure,detailed_with_name,4.jpg,morgan_freeman.jsonl
celebcaption_morgan_freeman_005_detailed_with_name,"Morgan Freeman is depicted wearing a white suit, light blue shirt, and a patterned beige tie, looking directly at the camera with a serious expression. His gray hair and distinctive facial features, including wrinkles and moles, are prominently visible against a plain background.",morgan freeman,celebcaption_public_figure,detailed_with_name,5.jpg,morgan_freeman.jsonl
celebcaption_neymar_jr_001_summary_with_name,Neymar Jr in Barcelona jersey on a sports field.,neymar jr,celebcaption_public_figure,summary_with_name,1.jpg,neymar_jr.jsonl
celebcaption_neymar_jr_002_summary_with_name,Neymar Jr celebrating during a FC Barcelona football match.,neymar jr,celebcaption_public_figure,summary_with_name,2.jpg,neymar_jr.jsonl
celebcaption_neymar_jr_003_summary_with_name,Neymar Jr celebrating during a FC Barcelona football match.,neymar jr,celebcaption_public_figure,summary_with_name,3.jpg,neymar_jr.jsonl
